,0
0,0.039023689925670624
1,0.02430075965821743
2,0.021310415118932724
3,0.019934719428420067
4,0.01890835538506508
5,0.018531538546085358
6,0.018189648166298866
7,0.01793261617422104
8,0.017540082335472107
9,0.01750551164150238
10,0.01721230149269104
11,0.01707436703145504
12,0.016893183812499046
13,0.01688903197646141
14,0.016731299459934235
15,0.016618400812149048
16,0.016447922214865685
